Job1,Job2,Sector1,Sector2,NSQF1,NSQF2,similarity_score
Solar Domestic Product Assembler,Tour Manager,Green Jobs,Tourism & Hospitality,2.5,6,0.3734486
Basic Program on Traditional Hand Embroidery,Housekeeping Attendant,Handicrafts and Carpet,Tourism & Hospitality,4,3,0.37343612
Basic Program on Traditional Hand Embroidery,Safety Supervisor - Steel Plant,Handicrafts and Carpet,Iron and Steel,4,5,0.37342262
Food Packer,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,2,4,0.3734187
Loader  Operator (Mining),Handloom Entrepreneur,Mining,Textile,4,5,0.37339675
Handcrafted Candle Maker,Property Manager (FM),Handicrafts and Carpet,Tourism & Hospitality,3,7,0.37332585
Basic Program on Traditional Hand Embroidery,Instrumentation Technician (Mineral Sands),Handicrafts and Carpet,Mining,4,4.5,0.37330574
Advanced Program on Traditional Hand Embroidery,Tour Manager,Handicrafts and Carpet,Tourism & Hospitality,4,6,0.37330192
Advanced Program on Traditional Hand Embroidery,Food & Beverage Service Manager,Handicrafts and Carpet,Tourism & Hospitality,4,7,0.37327802
Welding,Home Stay Host,Automotive,Tourism & Hospitality,4.5,5,0.37321827
Solar Photovoltaic Site Survey Assistant,Pantry Associate,Green Jobs,Tourism & Hospitality,3.5,3,0.37318054
Rooftop Solar Grid Engineer,Advanced Program on Hand Block Printing,Green Jobs,Handicrafts and Carpet,5,4,0.37317544
Automotive Machining Aide,Solar PV Designer,Automotive,Green Jobs,2,7,0.37315267
Car Painting,Tour Manager,Automotive,Tourism & Hospitality,4.5,6,0.3731031
Loin Loom Weaver,Walk Tour Facilitator,Textile,Tourism & Hospitality,3,4,0.37304103
Introduction to Electric Vehicle,Handloom Entrepreneur,Automotive,Textile,4,5,0.37290066
GHG Accounting and Sustainability Reporting,Handloom Entrepreneur,Green Jobs,Textile,6,5,0.37290066
Green Hydrogen Plant Entrepreneur,Handcrafted Candle Maker,Green Jobs,Handicrafts and Carpet,5,3,0.37287247
Improved Cookstove Installer,Revenue Manager,Green Jobs,Tourism & Hospitality,4,5.5,0.37278077
GHG Accounting and Sustainability Reporting,Carding Operator,Green Jobs,Textile,6,3,0.37274045
Introduction to Electric Vehicle,Carding Operator,Automotive,Textile,4,3,0.37274045
Solar PV Engineer (Option: Solar Water Pumping System),Front Office Trainee,Green Jobs,Tourism & Hospitality,5,3,0.37250274
Introduction to Electric Vehicle,Loader  Operator (Mining),Automotive,Mining,4,4,0.37240422
GHG Accounting and Sustainability Reporting,Loader  Operator (Mining),Green Jobs,Mining,6,4,0.37240422
Solar Photovoltaic Technician,Wastewater Treatment Plant Helper,Green Jobs,Green Jobs,4,3,0.37239006
Improved Cookstove Installer,Food & Beverage Service Manager,Green Jobs,Tourism & Hospitality,4,7,0.3723794
Solar PV Engineer (Option: Solar Water Pumping System),Chef de Partie,Green Jobs,Tourism & Hospitality,5,5,0.37227637
Green Hydrogen Plant Entrepreneur,Ceramics and Terracotta Toy Maker - Artisan,Green Jobs,Handicrafts and Carpet,5,4,0.37221366
Solar PV Project Helper,Loin Loom Weaver,Green Jobs,Textile,2,3,0.37215605
Recyclable Waste Collector & Segregator,Home Stay Host,Green Jobs,Tourism & Hospitality,4,5,0.37212384
Plastic Recycling Operator,Guest Service Executive (Front Office),Green Jobs,Tourism & Hospitality,3,4.5,0.37204808
Loin Loom Weaver,Executive Housekeeper,Textile,Tourism & Hospitality,3,6,0.37195566
Introduction to Electric Vehicle,Front Office Manager,Automotive,Tourism & Hospitality,4,7,0.3719263
GHG Accounting and Sustainability Reporting,Front Office Manager,Green Jobs,Tourism & Hospitality,6,7,0.3719263
Solar Domestic Product Assembler,Housekeeping Attendant,Green Jobs,Tourism & Hospitality,2.5,3,0.37191653
Loin Loom Weaver,Guest Service Executive (Front Office),Textile,Tourism & Hospitality,3,4.5,0.37189865
Basic Program on Traditional Hand Embroidery,Loader  Operator (Mining),Handicrafts and Carpet,Mining,4,4,0.37189177
Traditional Wooden Toy Maker,Food & Beverage Service Manager,Handicrafts and Carpet,Tourism & Hospitality,2.5,7,0.37184602
GHG Accounting and Sustainability Reporting,Silver Coating-Junior Technician (Glassware),Green Jobs,Handicrafts and Carpet,6,3,0.3717701
Introduction to Electric Vehicle,Silver Coating-Junior Technician (Glassware),Automotive,Handicrafts and Carpet,4,3,0.3717701
Green Hydrogen Plant Junior Technician - Power Sources,Loin Loom Weaver,Green Jobs,Textile,3,3,0.3717301
Basic Program on Traditional Hand Embroidery,Dumper/ Tipper Operator,Handicrafts and Carpet,Mining,4,4,0.37169608
Squash and Juice Processing Technician,Solar EV Charging Entrepreneur,Food Processing,Green Jobs,3,4,0.37169018
Ceramics and Terracotta Toy Maker - Artisan,Duty Manager,Handicrafts and Carpet,Tourism & Hospitality,4,5,0.3716821
Introduction to Electric Vehicle,Solar EV Charging Entrepreneur,Automotive,Green Jobs,4,4,0.37162858
Solar EV Charging Entrepreneur,GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,4,6,0.37162858
Automobile Technology,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,4.5,4,0.37161258
Introduction to Electric Vehicle,Glass Blowing Operator (Glassware),Automotive,Handicrafts and Carpet,4,3,0.37155464
GHG Accounting and Sustainability Reporting,Glass Blowing Operator (Glassware),Green Jobs,Handicrafts and Carpet,6,3,0.37155464
Forklift Operator/Driver,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,3,4,0.37150422
Industrial Control,Handloom Entrepreneur,Automotive,Textile,4.5,5,0.37150085
Layout Engineer Level 5,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,5,4,0.37140387
Solar Domestic Product Assembler,Bartender,Green Jobs,Tourism & Hospitality,2.5,4.5,0.37140012
Faecal Sludge Treatment Plant O&M Technician,Loin Loom Weaver,Green Jobs,Textile,4,3,0.3713658
Introduction to Electric Vehicle,Food & Beverage Service Manager,Automotive,Tourism & Hospitality,4,7,0.37122905
GHG Accounting and Sustainability Reporting,Food & Beverage Service Manager,Green Jobs,Tourism & Hospitality,6,7,0.37122905
Solar PV Engineer (Option: Solar Water Pumping System),Pantry Associate,Green Jobs,Tourism & Hospitality,5,3,0.37103286
Solar PV Designer,Walk Tour Facilitator,Green Jobs,Tourism & Hospitality,7,4,0.3710276
Basic Program on Traditional Hand Embroidery,Himalayan Expedition Logistics and Pathfinder (HAP),Handicrafts and Carpet,Tourism & Hospitality,4,5,0.37091902
Solar Photovoltaic Site Survey Assistant,Food & Beverage Service Manager,Green Jobs,Tourism & Hospitality,3.5,7,0.37079847
Solar EV Charging Entrepreneur,Glass Blowing Operator (Glassware),Green Jobs,Handicrafts and Carpet,4,3,0.37076
Solar Domestic Product Assembler,Front Office Manager,Green Jobs,Tourism & Hospitality,2.5,7,0.37073672
Advanced Program on Hand Block Printing,Tour  Guide,Handicrafts and Carpet,Tourism & Hospitality,4,5,0.3707139
Advanced Program on Hand Block Printing,Ground Crew Chief (Paragliding),Handicrafts and Carpet,Tourism & Hospitality,4,4,0.3706803
Solar Photovoltaic Site Survey Assistant,GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,3.5,6,0.37063205
Introduction to Electric Vehicle,Solar Photovoltaic Site Survey Assistant,Automotive,Green Jobs,4,3.5,0.37063205
Wastewater Treatment Plant Helper,Loin Loom Weaver,Green Jobs,Textile,3,3,0.3704871
Plastic Recycling Operator,Tour Manager,Green Jobs,Tourism & Hospitality,3,6,0.37043154
Test Technician,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,4,4,0.37042874
Solar PV Engineer (Option: Solar Water Pumping System),Laundry Associate,Green Jobs,Tourism & Hospitality,5,4,0.37032512
Basic Program on Traditional Hand Embroidery,Parasailing (Equipment) Supervisor,Handicrafts and Carpet,Tourism & Hospitality,4,6,0.3702517
Solar PV Designer,Duty Manager,Green Jobs,Tourism & Hospitality,7,5,0.3702412
Jr Operator- Automotive Quality Control,Solar PV Engineer (Option: Solar Water Pumping System),Automotive,Green Jobs,3,5,0.3700263
Loin Loom Weaver,Home Stay Host,Textile,Tourism & Hospitality,3,5,0.37000465
Basic Program on Traditional Hand Embroidery,Home Stay Host,Handicrafts and Carpet,Tourism & Hospitality,4,5,0.36992142
Loin Loom Weaver,Quality Control Manager-Tourism and Hospitality,Textile,Tourism & Hospitality,3,6,0.3697471
Green Hydrogen Plant Entrepreneur,Tour Manager,Green Jobs,Tourism & Hospitality,5,6,0.3696227
Solar Domestic Product Assembler,Billing Executive,Green Jobs,Tourism & Hospitality,2.5,4,0.36961544
Industry 4.0,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,4.5,4,0.36960644
Solar PV Designer,Advanced Program on Hand Block Printing,Green Jobs,Handicrafts and Carpet,7,4,0.369604
Biomass Pellet Manufacturing Junior Technician,Advanced Program on Hand Block Printing,Green Jobs,Handicrafts and Carpet,3,4,0.36959785
Welding,Food & Beverage Service Manager,Automotive,Tourism & Hospitality,4.5,7,0.3695285
GHG Accounting and Sustainability Reporting,Decorative Painter - Glassware,Green Jobs,Handicrafts and Carpet,6,3.5,0.3694624
Introduction to Electric Vehicle,Decorative Painter - Glassware,Automotive,Handicrafts and Carpet,4,3.5,0.3694624
Solar PV Designer,Laundry Associate,Green Jobs,Tourism & Hospitality,7,4,0.36936715
Solar PV Designer,Recyclable Waste Collector & Segregator,Green Jobs,Green Jobs,7,4,0.36932266
GHG Accounting and Sustainability Reporting,CAD Designer for Carpets,Green Jobs,Handicrafts and Carpet,6,4,0.3692529
Introduction to Electric Vehicle,CAD Designer for Carpets,Automotive,Handicrafts and Carpet,4,4,0.3692529
Junior Technician- Solar EV charging station,GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,3,6,0.36919144
Introduction to Electric Vehicle,Junior Technician- Solar EV charging station,Automotive,Green Jobs,4,3,0.36919144
Bio-Energy Micro Entrepreneur,Housekeeping Attendant,Green Jobs,Tourism & Hospitality,4,3,0.36918867
Solar PV Project Helper,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,2,4,0.36911285
Artisanal Cheese Maker- Entrepreneur,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,4,4,0.369099
Recyclable Waste Collector & Segregator,Ceramics and Terracotta Toy Maker - Artisan,Green Jobs,Handicrafts and Carpet,4,4,0.36907196
Automotive Casting Operator,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,2.5,4,0.3690373
O&M Electrical & Instrumentation Technician- Wind Power Plant,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,4,4,0.36899778
Biomass Pellet Manufacturing Junior Technician,Bartender,Green Jobs,Tourism & Hospitality,3,4.5,0.36894554
Automotive Machinist,Solar PV Engineer (Option: Solar Water Pumping System),Automotive,Green Jobs,3,5,0.36886418
Green Hydrogen Plant Junior Technician- Storage,Advanced Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,3,4,0.36886078
Welding,GHG Accounting and Sustainability Reporting,Automotive,Green Jobs,4.5,6,0.36885655
Welding,Introduction to Electric Vehicle,Automotive,Automotive,4.5,4,0.36885655
Introduction to Electric Vehicle,Duty Manager,Automotive,Tourism & Hospitality,4,5,0.3688509
GHG Accounting and Sustainability Reporting,Duty Manager,Green Jobs,Tourism & Hospitality,6,5,0.3688509
Plastic Recycling Micro Entrepreneur,Loader Operator-Underground,Green Jobs,Mining,4,4,0.36879808
Food Packaging Developer,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,5,4,0.3687893
Automotive Tool Room Lead Technician,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,5,4,0.36876634
Rooftop Solar Grid Engineer,Food & Beverage Service Manager,Green Jobs,Tourism & Hospitality,5,7,0.36855292
Baking Assistant,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,2.5,4,0.36851022
Loin Loom Weaver,Kitchen Steward,Textile,Tourism & Hospitality,3,2,0.36849105
Technical Lead - Food Analysis,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,5,4,0.36826998
Junior Technician- Solar Cold Storage,Advanced Program on Hand Block Printing,Green Jobs,Handicrafts and Carpet,3,4,0.36816028
GHG Accounting and Sustainability Reporting,HouseKeeping Manager,Green Jobs,Tourism & Hospitality,6,5.5,0.36814964
Introduction to Electric Vehicle,HouseKeeping Manager,Automotive,Tourism & Hospitality,4,5.5,0.36814964
Loader  Operator (Mining),Tour Manager,Mining,Tourism & Hospitality,4,6,0.36813748
Food Technologist - Plant based proteins,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,5,4,0.36811492
Introduction to Electric Vehicle,Rooftop Solar Grid Engineer,Automotive,Green Jobs,4,5,0.36791244
Rooftop Solar Grid Engineer,GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,5,6,0.36791244
Solar Manufacturing Junior Technician,Tour Manager,Green Jobs,Tourism & Hospitality,3,6,0.36790705
Loin Loom Weaver,Mountain Cuisine Chef,Textile,Tourism & Hospitality,3,5,0.36783308
Assistant Lab Technician - Food and Agricultural Commodities,GHG Accounting and Sustainability Reporting,Food Processing,Green Jobs,4,6,0.3678096
Introduction to Electric Vehicle,Assistant Lab Technician - Food and Agricultural Commodities,Automotive,Food Processing,4,4,0.3678096
Basic Program on Traditional Hand Embroidery,Executive Chef,Handicrafts and Carpet,Tourism & Hospitality,4,6,0.36750332
Solar Domestic Product Assembler,Banquet Manager (Operation),Green Jobs,Tourism & Hospitality,2.5,7,0.36750174
Automotive Assembler,Plastic Recycling Micro Entrepreneur,Automotive,Green Jobs,4,4,0.36740172
Solar PV Engineer (Option: Solar Water Pumping System),Handcrafted Candle Maker,Green Jobs,Handicrafts and Carpet,5,3,0.36725086
Advanced Program on Hand Block Printing,Home Stay Host,Handicrafts and Carpet,Tourism & Hospitality,4,5,0.36723647
Plastic Recycling Operator,Jacquard Harness Builder,Green Jobs,Textile,3,2,0.36722392
Plastic Recycling Operator,Fitter  Weaving Preparatory,Green Jobs,Textile,3,4,0.36722392
Plastic Recycling Operator,Ginning Helper,Green Jobs,Textile,3,1,0.36722392
Plastic Recycling Operator,Circular loom operator (Shuttle type),Green Jobs,Textile,3,3,0.36722392
Plastic Recycling Operator,Jute Selector cum Assorter,Green Jobs,Textile,3,2,0.36722392
Plastic Recycling Operator,Twister cum Doubler - Handloom,Green Jobs,Textile,3,2,0.36722392
Plastic Recycling Operator,Jute Carding Operator,Green Jobs,Textile,3,2,0.36722392
Plastic Recycling Operator,Fabric Mender - Textiles,Green Jobs,Textile,3,3,0.36722392
Plastic Recycling Operator,Kalamkari Artisan,Green Jobs,Textile,3,2,0.36722392
Plastic Recycling Operator,Tape Plant Operator,Green Jobs,Textile,3,3,0.36722392
Plastic Recycling Operator,Hand Knitting Machine Operator,Green Jobs,Textile,3,2,0.36722392
Plastic Recycling Operator,Tape Winder,Green Jobs,Textile,3,3,0.36722392
Plastic Recycling Operator,Fabric Checker - Textiles,Green Jobs,Textile,3,3,0.36722392
Plastic Recycling Operator,Fitter - Shuttleless Weaving Machine: Projectile,Green Jobs,Textile,3,4,0.36722392
Plastic Recycling Operator,Fitter Helper - Weaving,Green Jobs,Textile,3,2,0.36722392
Plastic Recycling Operator,Jute Beaming Operator,Green Jobs,Textile,3,2,0.36722392
Plastic Recycling Operator,Knotting Machine Operator,Green Jobs,Textile,3,3,0.36722392
Plastic Recycling Operator,Pirn Winding Machine Operator,Green Jobs,Textile,3,3,0.36722392
Plastic Recycling Operator,Card Puncher (Automatic Machine),Green Jobs,Textile,3,3,0.36722392
Plastic Recycling Operator,Blowroom Operator,Green Jobs,Textile,3,3,0.36722392
Plastic Recycling Operator,Assistant Ginning Fitter,Green Jobs,Textile,3,2,0.36722392
Plastic Recycling Operator,Assistant Cotton Grader (Ginning),Green Jobs,Textile,3,2,0.36722392
Plastic Recycling Operator,Sizing Machine Operator,Green Jobs,Textile,3,3,0.36722392
Plastic Recycling Operator,Size Mixer,Green Jobs,Textile,3,3,0.36722392
Plastic Recycling Operator,Hand Spinning Operator,Green Jobs,Textile,3,3,0.36722392
Plastic Recycling Operator,Ikkat Artisan,Green Jobs,Textile,3,2,0.36722392
Plastic Recycling Operator,Cone Winding Operator - Manual & Assembly Winding,Green Jobs,Textile,3,3,0.36722392
Plastic Recycling Operator,Combing Preparatory Operator,Green Jobs,Textile,3,3,0.36722392
Plastic Recycling Operator,Jute Weft Winding Operator,Green Jobs,Textile,3,2,0.36722392
Plastic Recycling Operator,Jute spinning Sardar (Jobber) cum Jr. Supervisor,Green Jobs,Textile,3,4,0.36722392
Plastic Recycling Operator,Ring Frame Tenter,Green Jobs,Textile,3,3,0.36722392
Plastic Recycling Operator,Ring Frame Doffer,Green Jobs,Textile,3,3,0.36722392
Plastic Recycling Operator,Knitting Machine Operator Flat Bed Knitting,Green Jobs,Textile,3,3,0.36722392
Plastic Recycling Operator,Knitting Machine Operator Warp Knitting,Green Jobs,Textile,3,3,0.36722392
Solar Domestic Product Assembler,Transport Duty Manager,Green Jobs,Tourism & Hospitality,2.5,6,0.36722195
Basic Program on Traditional Hand Embroidery,"Meeting, Conference and Event Planner",Handicrafts and Carpet,Tourism & Hospitality,4,5,0.36699834
Small Food Business Operator,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,2,4,0.36698514
Basic Program on Traditional Hand Embroidery,Seasoning and Chemical Treatment Assistant (Woodware),Handicrafts and Carpet,Handicrafts and Carpet,4,2.5,0.3668643
Automotive Quality Control Lead Inspector,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,4.5,4,0.36684
Ceramics and Terracotta Toy Maker - Artisan,Food & Beverage Service Manager,Handicrafts and Carpet,Tourism & Hospitality,4,7,0.36679783
Introduction to Electric Vehicle,Tour  Guide,Automotive,Tourism & Hospitality,4,5,0.36678103
GHG Accounting and Sustainability Reporting,Tour  Guide,Green Jobs,Tourism & Hospitality,6,5,0.36678103
Industrial Control,Introduction to Electric Vehicle,Automotive,Automotive,4.5,4,0.36677355
Industrial Control,GHG Accounting and Sustainability Reporting,Automotive,Green Jobs,4.5,6,0.36677355
Solar Photovoltaic Technician,Recyclable Waste Collector & Segregator,Green Jobs,Green Jobs,4,4,0.36671615
Solar PV Engineer (Option: Solar Water Pumping System),Guest Service Executive (Front Office),Green Jobs,Tourism & Hospitality,5,4.5,0.36671257
Introduction to Electric Vehicle,Kitchen Stewarding Shift In charge,Automotive,Tourism & Hospitality,4,3.5,0.36632994
GHG Accounting and Sustainability Reporting,Kitchen Stewarding Shift In charge,Green Jobs,Tourism & Hospitality,6,3.5,0.36632994
Solar Photovoltaic Site Survey Assistant,Recyclable Waste Collector & Segregator,Green Jobs,Green Jobs,3.5,4,0.36608127
Green Hydrogen Plant Junior Technician - Power Sources,Tour Manager,Green Jobs,Tourism & Hospitality,3,6,0.36594394
GHG Accounting and Sustainability Reporting,Rig-Mounted Drill Operator,Green Jobs,Mining,6,4,0.36579305
Introduction to Electric Vehicle,Rig-Mounted Drill Operator,Automotive,Mining,4,4,0.36579305
Automotive Machining Aide,Plastic Recycling Micro Entrepreneur,Automotive,Green Jobs,2,4,0.36571205
Junior Technician- Solar Cold Storage,Walk Tour Facilitator,Green Jobs,Tourism & Hospitality,3,4,0.36569118
Solar PV Project Manager (E&C),Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,7,4,0.36565667
GHG Accounting and Sustainability Reporting,Banquet Manager (Operation),Green Jobs,Tourism & Hospitality,6,7,0.36556518
Introduction to Electric Vehicle,Banquet Manager (Operation),Automotive,Tourism & Hospitality,4,7,0.36556518
Introduction to Electric Vehicle,Wastewater Treatment Plant Helper,Automotive,Green Jobs,4,3,0.36547664
Wastewater Treatment Plant Helper,GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,3,6,0.36547664
Solar PV Cell Manufacturing Technician,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,4,4,0.36545578
Recyclable Waste Collector & Segregator,Hotel Reception (WorldSkills),Green Jobs,Tourism & Hospitality,4,4.5,0.36537078
GHG Accounting and Sustainability Reporting,Dumper/ Tipper Operator,Green Jobs,Mining,6,4,0.36534616
Introduction to Electric Vehicle,Dumper/ Tipper Operator,Automotive,Mining,4,4,0.36534616
Solar PV Project Helper,Food & Beverage Service Manager,Green Jobs,Tourism & Hospitality,2,7,0.3652547
Industrial Control,Ceramics and Terracotta Toy Maker - Artisan,Automotive,Handicrafts and Carpet,4.5,4,0.36506695
Solar PV Engineer (Option: Solar Water Pumping System),GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,5,6,0.36494553
Introduction to Electric Vehicle,Solar PV Engineer (Option: Solar Water Pumping System),Automotive,Green Jobs,4,5,0.36494553
Basic Program on Traditional Hand Embroidery,Executive Housekeeper,Handicrafts and Carpet,Tourism & Hospitality,4,6,0.364876
Solar EV Charging Entrepreneur,Jute Screen Printer,Green Jobs,Handicrafts and Carpet,4,3,0.36482847
Solar EV Charging Entrepreneur,Jute Handloom Weaver,Green Jobs,Handicrafts and Carpet,4,3,0.36482847
Solar PV Project Helper,Advanced Program on Hand Block Printing,Green Jobs,Handicrafts and Carpet,2,4,0.36472112
Handcrafted Candle Maker,Duty Manager,Handicrafts and Carpet,Tourism & Hospitality,3,5,0.3647158
Green Hydrogen Plant Junior Technician-Electrolyzer,Loin Loom Weaver,Green Jobs,Textile,3,3,0.36461794
Industrial Control,Handcrafted Candle Maker,Automotive,Handicrafts and Carpet,4.5,3,0.36457697
GHG Accounting and Sustainability Reporting,Jack  Hammer Operator,Green Jobs,Mining,6,4,0.3644619
Introduction to Electric Vehicle,Jack  Hammer Operator,Automotive,Mining,4,4,0.3644619
Basic Program on Traditional Hand Embroidery,Pump Operator-Mining,Handicrafts and Carpet,Mining,4,4,0.3644373
Plant Head â€“ Operations (Compressed Biogas/Waste to Energy),GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,7,6,0.3644331
Introduction to Electric Vehicle,Plant Head â€“ Operations (Compressed Biogas/Waste to Energy),Automotive,Green Jobs,4,7,0.3644331
Basic Program on Traditional Hand Embroidery,Bakery (WorldSkills),Handicrafts and Carpet,Tourism & Hospitality,4,4.5,0.36437184
Artisanal Fruit Wine Maker,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,5,4,0.36423475
Green Hydrogen Plant Entrepreneur,Loin Loom Weaver,Green Jobs,Textile,5,3,0.36419836
Basic Program on Traditional Hand Embroidery,Sardar,Handicrafts and Carpet,Tourism & Hospitality,4,5,0.364173
Solar EV Charging Entrepreneur,Laundry Associate,Green Jobs,Tourism & Hospitality,4,4,0.36416322
Advanced Program on Hand Block Printing,Guest Service Executive (Front Office),Handicrafts and Carpet,Tourism & Hospitality,4,4.5,0.36412495
Handcrafted Candle Maker,Banquet Manager (Operation),Handicrafts and Carpet,Tourism & Hospitality,3,7,0.36410868
Plastic Recycling Micro Entrepreneur,Advanced Program on Hand Block Printing,Green Jobs,Handicrafts and Carpet,4,4,0.36408022
Green Hydrogen Plant Junior Technician- Storage,GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,3,6,0.36379236
Introduction to Electric Vehicle,Green Hydrogen Plant Junior Technician- Storage,Automotive,Green Jobs,4,3,0.36379236
GHG Accounting and Sustainability Reporting,Loin Loom Weaver,Green Jobs,Textile,6,3,0.36354125
Introduction to Electric Vehicle,Loin Loom Weaver,Automotive,Textile,4,3,0.36354125
Plastic Recycling Operator,GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,3,6,0.36336428
Introduction to Electric Vehicle,Plastic Recycling Operator,Automotive,Green Jobs,4,3,0.36336428
Auto Component Assembly Fitter,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,4,4,0.3632666
Basic Program on Traditional Hand Embroidery,Patisserie and Confectionery (WorldSkills),Handicrafts and Carpet,Tourism & Hospitality,4,4.5,0.36320585
Automotive Maintenance Lead Technician-Electrical,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,5,4,0.36287445
Loin Loom Weaver,Kitchen Stewarding Shift In charge,Textile,Tourism & Hospitality,3,3.5,0.3628338
Green Hydrogen Plant Junior Technician - Power Sources,Food & Beverage Service Manager,Green Jobs,Tourism & Hospitality,3,7,0.36280566
Introduction to Electric Vehicle,Guest Service Executive (Front Office),Automotive,Tourism & Hospitality,4,4.5,0.3628029
GHG Accounting and Sustainability Reporting,Guest Service Executive (Front Office),Green Jobs,Tourism & Hospitality,6,4.5,0.3628029
Introduction to Electric Vehicle,Mining Supervisor (Mineral Sands),Automotive,Mining,4,5.5,0.36247134
GHG Accounting and Sustainability Reporting,Mining Supervisor (Mineral Sands),Green Jobs,Mining,6,5.5,0.36247134
Driving Assistant,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,1,4,0.36238113
Improved Cookstove Installer,Guest Service Executive (Front Office),Green Jobs,Tourism & Hospitality,4,4.5,0.36224693
Basic Program on Traditional Hand Embroidery,Restaurant Service (WorldSkills),Handicrafts and Carpet,Tourism & Hospitality,4,4.5,0.36220783
Introduction to Electric Vehicle,Solar PV Project Manager (E&C),Automotive,Green Jobs,4,7,0.36188293
Solar PV Project Manager (E&C),GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,7,6,0.36188293
Welding,Solar PV Engineer (Option: Solar Water Pumping System),Automotive,Green Jobs,4.5,5,0.36187285
Plastic Recycling Operator,Hotel Reception (WorldSkills),Green Jobs,Tourism & Hospitality,3,4.5,0.36186516
Solar PV Engineer (Option: Solar Water Pumping System),Recyclable Waste Collector & Segregator,Green Jobs,Green Jobs,5,4,0.36184394
Solar Cold Storage Entrepreneur,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,4,4,0.3618158
Junior Technician- Solar Cold Storage,Wastewater Treatment Plant Helper,Green Jobs,Green Jobs,3,3,0.36175725
Plastic Recycling Operator,Advanced Program on Hand Block Printing,Green Jobs,Handicrafts and Carpet,3,4,0.3615529
Solar PV Engineer (Option: Solar Water Pumping System),Advanced Program on Hand Block Printing,Green Jobs,Handicrafts and Carpet,5,4,0.36154854
Solar PV Designer,Hotel Reception (WorldSkills),Green Jobs,Tourism & Hospitality,7,4.5,0.36151624
Introduction to Electric Vehicle,Two Shaft Handloom Weaver,Automotive,Textile,4,3,0.3612437
GHG Accounting and Sustainability Reporting,Two Shaft Handloom Weaver,Green Jobs,Textile,6,3,0.3612437
Basic Program on Traditional Hand Embroidery,Pantry Associate,Handicrafts and Carpet,Tourism & Hospitality,4,3,0.36111224
Advanced Program on Hand Block Printing,Revenue Manager,Handicrafts and Carpet,Tourism & Hospitality,4,5.5,0.36084455
Basic Program on Traditional Hand Embroidery,Mining Mate/Sirdar,Handicrafts and Carpet,Mining,4,5,0.36078686
Automotive Quality Control Inspector,Recyclable Waste Collector & Segregator,Automotive,Green Jobs,3,4,0.36072123
Loin Loom Weaver,Chef de Partie,Textile,Tourism & Hospitality,3,5,0.36061883
Basic Program on Traditional Hand Embroidery,Rare Earths Extraction Plant Operator,Handicrafts and Carpet,Mining,4,4,0.36005056
Junior Technician- Solar Cold Storage,Recyclable Waste Collector & Segregator,Green Jobs,Green Jobs,3,4,0.35970753
Solar Photovoltaic Technician,Food & Beverage Service Manager,Green Jobs,Tourism & Hospitality,4,7,0.35962367
Industrial Control,Plastic Recycling Micro Entrepreneur,Automotive,Green Jobs,4.5,4,0.35959792
Basic Program on Traditional Hand Embroidery,Bartender,Handicrafts and Carpet,Tourism & Hospitality,4,4.5,0.35920662
